Date,machine_hours,idle_percentage,operating_percentage,total_fuel,gal_hour,Shovel
2025-05-04,11.747,11.0,89.0,104.0,8.8533,CAT 336-8
2025-05-03,8.042,17.0,83.0,68.0,8.4556,CAT 336-8
2025-05-02,9.628,19.0,81.0,80.0,8.3091,CAT 336-8
2025-05-01,7.634,16.0,84.0,65.25,8.5473,CAT 336-8
2025-04-30,6.741,28.0,72.0,51.0,7.5656,CAT 336-8
2025-04-29,0.937,16.0,84.0,7.3749,7.8707,CAT 336-8
2025-04-26,5.771,13.0,87.0,49.3751,8.5557,CAT 336-8
2025-04-25,9.294,26.0,74.0,70.2499,7.5586,CAT 336-8
2025-04-24,14.32,26.0,74.0,102.1249,7.1316,CAT 336-8
2025-04-23,9.112,24.0,76.0,69.6249,7.641,CAT 336-8
2025-04-22,7.091,41.0,59.0,42.8749,6.0464,CAT 336-8
2025-04-21,4.847,18.0,82.0,39.8749,8.2267,CAT 336-8
2025-04-20,9.003,16.0,84.0,78.625,8.7332,CAT 336-8
2025-04-19,14.112,26.0,74.0,109.75,7.7771,CAT 336-8
2025-04-18,8.675,16.0,84.0,74.375,8.5735,CAT 336-8
2025-04-17,8.658,23.0,77.0,68.5001,7.9118,CAT 336-8
2025-04-16,9.138,11.0,89.0,84.375,9.2334,CAT 336-8
2025-04-15,7.198,17.0,83.0,62.375,8.6656,CAT 336-8
2025-04-14,9.474,18.0,82.0,75.625,7.9824,CAT 336-8
2025-04-13,18.549,30.0,70.0,129.7499,6.995,CAT 336-8
2025-04-12,18.944,31.0,69.0,128.9999,6.8095,CAT 336-8
2025-04-11,11.577,29.0,71.0,79.375,6.8563,CAT 336-8
2025-04-10,8.674,25.0,75.0,61.2499,7.0613,CAT 336-8
2025-04-09,9.024,39.0,61.0,57.25,6.3442,CAT 336-8
2025-04-08,8.839,21.0,79.0,70.2499,7.9477,CAT 336-8
2025-04-07,8.207,32.0,68.0,56.0,6.8234,CAT 336-8
2025-04-06,18.584,15.0,85.0,162.25,8.7306,CAT 336-8
2025-04-05,18.897,18.0,82.0,158.9998,8.414,CAT 336-8
2025-04-04,6.334,9.0,91.0,58.75,9.2753,CAT 336-8
2025-04-02,2.445,20.0,80.0,19.3749,7.9243,CAT 336-8
2025-04-01,5.014,29.0,71.0,82.875,16.5287,CAT 336-8
2025-03-31,12.645,16.0,84.0,57.375,4.5374,CAT 336-8
2025-03-30,15.46,25.0,75.0,126.4998,8.1824,CAT 336-8
2025-03-29,11.77,24.0,76.0,89.3749,7.5935,CAT 336-8
2025-03-28,13.154,28.0,72.0,96.4999,7.3362,CAT 336-8
2025-03-27,22.621,22.0,78.0,191.875,8.4822,CAT 336-8
2025-03-26,13.714,32.0,68.0,138.4998,10.0992,CAT 336-8
2025-03-25,14.366,11.0,89.0,80.3749,5.5948,CAT 336-8
2025-03-24,9.329,18.0,82.0,76.5,8.2002,CAT 336-8
2025-03-23,9.457,25.0,75.0,77.6248,8.2082,CAT 336-8
2025-03-22,9.493,33.0,67.0,67.875,7.15,CAT 336-8
2025-03-21,9.223,35.0,65.0,66.625,7.2238,CAT 336-8
2025-03-20,14.535,37.0,63.0,148.2499,10.1995,CAT 336-8
2025-03-19,21.244,28.0,72.0,116.2499,5.4721,CAT 336-8
2025-03-18,12.243,29.0,71.0,96.1248,7.8514,CAT 336-8
2025-03-17,10.107,23.0,77.0,83.8749,8.2987,CAT 336-8
2025-03-16,1.019,59.0,41.0,3.1249,3.0666,CAT 336-8
2025-03-15,3.325,29.0,71.0,24.75,7.4436,CAT 336-8
2025-03-14,3.017,41.0,59.0,11.4999,3.8117,CAT 336-8
2025-03-13,9.632,26.0,74.0,74.6249,7.7476,CAT 336-8
2025-03-12,15.232,20.0,80.0,158.1249,10.3811,CAT 336-8
2025-03-11,4.158,11.0,89.0,1.1251,0.2706,CAT 336-8
2025-03-10,9.313,19.0,81.0,80.5001,8.6438,CAT 336-8
2025-03-09,15.358,24.0,76.0,151.5,9.8646,CAT 336-8
2025-03-08,18.764,17.0,83.0,158.1249,8.427,CAT 336-8
2025-03-07,20.7,19.0,81.0,130.4999,6.3043,CAT 336-8
2025-03-06,14.925,21.0,79.0,121.3749,8.1323,CAT 336-8
2025-03-05,15.654,22.0,78.0,142.7498,9.1191,CAT 336-8
2025-03-04,11.955,17.0,83.0,81.1248,6.7858,CAT 336-8
2025-03-03,9.291,18.0,82.0,78.3751,8.4356,CAT 336-8
2025-03-02,18.381,23.0,77.0,148.8749,8.0994,CAT 336-8
2025-03-01,6.637,30.0,70.0,46.8749,7.0627,CAT 336-8
2025-02-27,7.928,34.0,66.0,100.9998,12.7396,CAT 336-8
2025-02-26,20.643,19.0,81.0,155.9999,7.557,CAT 336-8
2025-02-25,14.393,19.0,81.0,104.2499,7.2431,CAT 336-8
2025-02-24,10.386,26.0,74.0,60.3749,5.8131,CAT 336-8
2025-02-23,9.102,31.0,69.0,64.2501,7.0589,CAT 336-8
2025-02-22,7.275,21.0,79.0,53.0,7.2852,CAT 336-8
2025-02-21,9.922,16.0,84.0,75.3749,7.5967,CAT 336-8
2025-02-20,7.758,24.0,76.0,52.7499,6.7994,CAT 336-8
2025-02-19,15.253,20.0,80.0,133.2499,8.736,CAT 336-8
2025-02-18,5.391,22.0,78.0,16.6249,3.0838,CAT 336-8
2025-02-17,5.969,18.0,82.0,46.5001,7.7903,CAT 336-8
2025-02-16,14.513,14.0,86.0,170.1249,11.7222,CAT 336-8
2025-02-15,21.251,19.0,81.0,136.0,6.3997,CAT 336-8
2025-02-14,3.306,11.0,89.0,29.625,8.961,CAT 336-8
2025-02-12,11.876,12.0,88.0,105.1249,8.8519,CAT 336-8
2025-02-11,9.033,17.0,83.0,75.3749,8.3444,CAT 336-8
2025-02-10,7.111,14.0,86.0,63.4998,8.9298,CAT 336-8
2025-02-09,14.211,20.0,80.0,125.375,8.8224,CAT 336-8
2025-02-08,13.123,18.0,82.0,90.8749,6.9248,CAT 336-8
2025-02-07,5.474,16.0,84.0,45.0001,8.2207,CAT 336-8
2025-02-04,3.174,24.0,76.0,22.75,7.1676,CAT 336-8
2025-02-03,6.199,19.0,81.0,42.5,6.856,CAT 336-8
2025-01-29,6.532,18.0,82.0,94.125,14.4098,CAT 336-8
2025-01-28,17.76,9.0,91.0,165.75,9.3328,CAT 336-8
2025-01-27,14.086,10.0,90.0,83.7499,5.9456,CAT 336-8
2025-01-26,2.987,10.0,90.0,25.5,8.537,CAT 336-8
2025-01-25,7.8783,21.833333333333332,78.16666666666667,62.08842710933333,7.880942222222222,CAT 336-8
2025-01-04,4.698,7.0,93.0,59.8748,12.7447,CAT 336-8
2025-01-03,10.156,15.0,85.0,41.0,4.037,CAT 336-8
2025-05-10,12.613,4.0,96.0,139.2498,11.0402,CAT D8T-1
2025-05-09,14.644,19.0,81.0,128.4999,8.7749,CAT D8T-1
2025-05-08,14.034,15.0,85.0,133.125,9.4859,CAT D8T-1
2025-05-07,13.13,15.0,85.0,113.7498,8.6634,CAT D8T-1
2025-05-06,13.804,17.0,83.0,121.0,8.7656,CAT D8T-1
2025-05-05,13.045,13.0,87.0,119.2499,9.1414,CAT D8T-1
2025-05-04,14.478,4.0,96.0,161.5,11.1548,CAT D8T-1
2025-05-03,6.112,8.0,92.0,61.7499,10.1031,CAT D8T-1
2025-05-02,11.223,11.0,89.0,112.7499,10.0463,CAT D8T-1
2025-05-01,13.142,20.0,80.0,112.1249,8.5318,CAT D8T-1
2025-04-30,11.633,15.0,85.0,105.6249,9.0798,CAT D8T-1
2025-04-29,2.686,11.0,89.0,24.5001,9.1214,CAT D8T-1
2025-04-27,6.829,7.0,93.0,62.375,9.1338,CAT D8T-1
2025-04-26,4.404,33.0,67.0,28.7501,6.5282,CAT D8T-1
2025-04-25,12.81,19.0,81.0,93.375,7.2892,CAT D8T-1
2025-04-24,9.115,31.0,69.0,58.875,6.4591,CAT D8T-1
2025-04-23,13.626,28.0,72.0,98.375,7.2197,CAT D8T-1
2025-04-22,8.022,20.0,80.0,58.125,7.2457,CAT D8T-1
2025-04-21,6.245,10.0,90.0,48.25,7.7262,CAT D8T-1
2025-04-20,10.73,22.0,78.0,96.375,8.9818,CAT D8T-1
2025-04-19,14.591,21.0,79.0,126.8749,8.6954,CAT D8T-1
2025-04-18,12.888,25.0,75.0,111.125,8.6224,CAT D8T-1
2025-04-17,9.208,38.0,62.0,66.2498,7.1948,CAT D8T-1
2025-04-16,15.111,34.0,66.0,100.3751,6.6425,CAT D8T-1
2025-04-15,13.236,22.0,78.0,107.9999,8.1596,CAT D8T-1
2025-04-14,6.915,31.0,69.0,54.7499,7.9176,CAT D8T-1
2025-04-13,8.941,6.0,94.0,89.125,9.9681,CAT D8T-1
2025-04-12,10.88,6.0,94.0,103.375,9.5014,CAT D8T-1
2025-04-11,8.994,13.0,87.0,82.6248,9.1867,CAT D8T-1
2025-04-10,7.498,11.0,89.0,72.6248,9.6859,CAT D8T-1
2025-04-09,7.898,6.0,94.0,88.1249,11.1579,CAT D8T-1
2025-04-08,9.761,5.0,95.0,103.7499,10.629,CAT D8T-1
2025-04-07,8.207,11.0,89.0,82.125,10.0067,CAT D8T-1
2025-04-06,10.078,14.0,86.0,96.4999,9.5753,CAT D8T-1
2025-04-05,8.673,4.0,96.0,93.375,10.7662,CAT D8T-1
2025-04-04,5.793,12.0,88.0,56.9999,9.8394,CAT D8T-1
2025-04-02,1.573,16.0,84.0,15.1249,9.6153,CAT D8T-1
2025-04-01,2.731,5.0,95.0,31.3749,11.4884,CAT D8T-1
2025-03-31,5.792,13.0,87.0,53.125,9.1721,CAT D8T-1
2025-03-30,8.987,19.0,81.0,60.125,6.6902,CAT D8T-1
2025-03-29,11.241,38.0,62.0,68.2499,6.0715,CAT D8T-1
2025-03-28,9.901,35.0,65.0,51.8749,5.2393,CAT D8T-1
2025-03-27,9.9,18.0,82.0,74.1248,7.4873,CAT D8T-1
2025-03-26,11.675,23.0,77.0,68.5001,5.8672,CAT D8T-1
2025-03-25,6.885,33.0,67.0,38.7501,5.6282,CAT D8T-1
2025-03-24,6.096,24.0,76.0,42.375,6.9513,CAT D8T-1
2025-03-23,8.342,12.0,88.0,71.1249,8.5261,CAT D8T-1
2025-03-22,7.58,26.0,74.0,60.0001,7.9156,CAT D8T-1
2025-03-21,4.9,17.0,83.0,43.0001,8.7755,CAT D8T-1
2025-03-20,4.679,31.0,69.0,39.3748,8.4152,CAT D8T-1
2025-03-19,4.694,13.0,87.0,46.625,9.9329,CAT D8T-1
2025-03-18,1.37,11.0,89.0,14.0001,10.219,CAT D8T-1
2025-03-17,3.574,15.0,85.0,36.6251,10.2477,CAT D8T-1
2025-03-16,5.51,13.0,87.0,54.3751,9.8684,CAT D8T-1
2025-03-15,8.146,33.0,67.0,48.0001,5.8925,CAT D8T-1
2025-03-14,11.976,31.0,69.0,91.1248,7.6089,CAT D8T-1
2025-03-13,9.636,18.0,82.0,93.2501,9.6773,CAT D8T-1
2025-03-12,8.493,13.0,87.0,91.6249,10.7883,CAT D8T-1
2025-03-11,8.253,6.0,94.0,94.75,11.4807,CAT D8T-1
2025-03-10,7.333,9.0,91.0,77.875,10.6198,CAT D8T-1
2025-03-09,11.84,8.0,92.0,121.75,10.2829,CAT D8T-1
2025-03-08,15.604,9.0,91.0,166.375,10.6623,CAT D8T-1
2025-03-07,13.608,9.0,91.0,139.6249,10.2605,CAT D8T-1
2025-03-06,13.113,14.0,86.0,116.75,8.9034,CAT D8T-1
2025-03-05,9.224,25.0,75.0,68.0,7.3721,CAT D8T-1
2025-03-04,10.784,14.0,86.0,98.8748,9.1687,CAT D8T-1
2025-03-03,8.5,19.0,81.0,83.3751,9.8088,CAT D8T-1
2025-03-02,6.179,19.0,81.0,53.125,8.5977,CAT D8T-1
2025-03-01,7.226,26.0,74.0,57.375,7.9401,CAT D8T-1
2025-02-28,9.647,30.0,70.0,67.875,7.0359,CAT D8T-1
2025-02-27,10.413,31.0,69.0,65.6248,6.3022,CAT D8T-1
2025-02-26,6.997,79.0,21.0,18.7499,2.6797,CAT D8T-1
2025-02-25,4.719,48.0,52.0,24.2499,5.1388,CAT D8T-1
2025-02-24,8.511,61.0,39.0,29.0,3.4073,CAT D8T-1
2025-02-23,11.908,31.0,69.0,72.0001,6.0464,CAT D8T-1
2025-02-22,11.151,35.0,65.0,68.1249,6.1093,CAT D8T-1
2025-02-21,10.328,31.0,69.0,71.375,6.9108,CAT D8T-1
2025-02-20,5.072,17.0,83.0,49.7499,9.8087,CAT D8T-1
2025-02-19,7.672,11.0,89.0,81.375,10.6067,CAT D8T-1
2025-02-18,3.895,19.0,81.0,39.75,10.2054,CAT D8T-1
2025-02-17,3.508,11.0,89.0,37.7499,10.7611,CAT D8T-1
2025-02-16,4.434,19.608695652173914,80.3913043478261,37.73590400869565,8.510578260869565,CAT D8T-1
2025-02-13,0.565,53.0,47.0,1.5,2.6548,CAT D8T-1
2025-02-12,6.792,18.0,82.0,51.8749,7.6377,CAT D8T-1
2025-02-11,14.133,15.0,85.0,131.3748,9.2956,CAT D8T-1
2025-02-10,6.879,16.0,84.0,63.125,9.1765,CAT D8T-1
2025-02-09,10.254,20.0,80.0,83.2498,8.1188,CAT D8T-1
2025-02-08,13.549,14.0,86.0,118.4999,8.746,CAT D8T-1
2025-02-07,6.938,18.0,82.0,67.25,9.693,CAT D8T-1
2025-02-06,8.635,30.0,70.0,61.8749,7.1656,CAT D8T-1
2025-02-05,12.401,28.0,72.0,90.75,7.318,CAT D8T-1
2025-02-04,13.417,13.0,87.0,130.6249,9.7358,CAT D8T-1
2025-02-03,9.154,12.0,88.0,88.625,9.6816,CAT D8T-1
2025-02-02,9.41,18.0,82.0,76.7499,8.1562,CAT D8T-1
2025-02-01,9.34,28.0,72.0,63.4998,6.7987,CAT D8T-1
2025-01-31,12.938,14.0,86.0,118.4999,9.1591,CAT D8T-1
2025-01-30,13.21,16.0,84.0,116.125,8.7907,CAT D8T-1
2025-01-29,13.254,25.0,75.0,95.3751,7.1959,CAT D8T-1
2025-01-28,14.628,23.0,77.0,102.8749,7.0327,CAT D8T-1
2025-01-27,10.261,25.0,75.0,64.7499,6.3103,CAT D8T-1
2025-01-26,9.604,35.0,65.0,66.7499,6.9502,CAT D8T-1
2025-01-25,16.605,17.0,83.0,135.3749,8.1527,CAT D8T-1
2025-01-24,15.129,19.0,81.0,134.2498,8.8737,CAT D8T-1
2025-01-23,17.346,14.0,86.0,163.625,9.433,CAT D8T-1
2025-01-22,18.232,16.0,84.0,178.375,9.7836,CAT D8T-1
2025-01-21,15.154,14.0,86.0,146.7499,9.6839,CAT D8T-1
2025-01-20,6.72,14.0,86.0,61.7499,9.189,CAT D8T-1
2025-01-19,9.522,10.0,90.0,91.25,9.5831,CAT D8T-1
2025-01-18,15.403,16.0,84.0,122.9998,7.9854,CAT D8T-1
2025-01-17,10.893,12.0,88.0,99.2499,9.1113,CAT D8T-1
2025-01-16,14.432,14.0,86.0,133.4998,9.2503,CAT D8T-1
2025-01-15,14.341,12.0,88.0,129.7499,9.0475,CAT D8T-1
2025-01-14,15.136,8.0,92.0,149.25,9.8606,CAT D8T-1
2025-01-13,13.586,10.0,90.0,130.875,9.6331,CAT D8T-1
2025-01-12,13.663,43.0,57.0,80.8749,5.9193,CAT D8T-1
2025-01-11,22.693,15.0,85.0,212.5,9.3641,CAT D8T-1
2025-05-10,11.815,16.0,84.0,112.625,9.5324,CAT D8T-3
2025-05-09,14.42,8.0,92.0,137.8748,9.5614,CAT D8T-3
2025-05-08,15.095,10.0,90.0,147.7498,9.788,CAT D8T-3
2025-05-07,10.839,22.0,78.0,93.375,8.6147,CAT D8T-3
2025-05-06,14.293,14.0,86.0,136.9999,9.5851,CAT D8T-3
2025-05-05,12.302,15.0,85.0,111.4999,9.0636,CAT D8T-3
2025-05-04,10.504,6.0,94.0,107.7499,10.258,CAT D8T-3
2025-05-03,6.825,7.0,93.0,73.625,10.7875,CAT D8T-3
2025-05-02,9.274,6.0,94.0,92.0,9.9202,CAT D8T-3
2025-05-01,15.244,5.0,95.0,156.6249,10.2745,CAT D8T-3
2025-04-30,13.537,4.0,96.0,138.4998,10.2312,CAT D8T-3
2025-04-29,0.821,12.0,88.0,5.625,6.8514,CAT D8T-3
2025-04-27,3.924,8.0,92.0,37.2501,9.4929,CAT D8T-3
2025-04-26,7.996,6.0,94.0,81.1248,10.1457,CAT D8T-3
2025-04-25,19.553,5.0,95.0,217.4999,11.1236,CAT D8T-3
2025-04-24,11.826,12.0,88.0,108.375,9.1641,CAT D8T-3
2025-04-23,15.297,7.0,93.0,161.9998,10.5903,CAT D8T-3
2025-04-22,7.978,9.0,91.0,75.0,9.4009,CAT D8T-3
2025-04-21,11.195,14.0,86.0,102.9999,9.2005,CAT D8T-3
2025-04-20,13.026,15.0,85.0,121.0,9.2891,CAT D8T-3
2025-04-19,19.241,7.0,93.0,199.0,10.3425,CAT D8T-3
2025-04-18,15.918,8.0,92.0,162.7498,10.2242,CAT D8T-3
2025-04-17,11.341,7.0,93.0,123.25,10.8676,CAT D8T-3
2025-04-16,18.198,9.0,91.0,191.8747,10.5437,CAT D8T-3
2025-04-15,17.529,7.0,93.0,195.8748,11.1743,CAT D8T-3
2025-04-14,13.487,2.0,98.0,161.8748,12.0023,CAT D8T-3
2025-04-13,11.946,5.0,95.0,126.8749,10.6207,CAT D8T-3
2025-04-12,15.784,8.0,92.0,163.2498,10.3427,CAT D8T-3
2025-04-11,16.878,13.0,87.0,157.3749,9.3243,CAT D8T-3
2025-04-10,8.652,6.0,94.0,82.6248,9.5498,CAT D8T-3
2025-04-09,12.464,20.0,80.0,112.5,9.026,CAT D8T-3
2025-04-08,16.24,13.0,87.0,122.6249,7.5508,CAT D8T-3
2025-04-07,12.214,21.0,79.0,93.375,7.6449,CAT D8T-3
2025-04-06,12.555,8.0,92.0,125.1248,9.9661,CAT D8T-3
2025-04-05,15.26,6.0,94.0,163.2498,10.6979,CAT D8T-3
2025-04-04,11.276,6.0,94.0,129.8749,11.5178,CAT D8T-3
2025-04-02,1.347,4.0,96.0,13.1249,9.7438,CAT D8T-3
2025-04-01,3.462,6.0,94.0,36.4999,10.543,CAT D8T-3
2025-03-31,11.314,5.0,95.0,117.7499,10.4075,CAT D8T-3
2025-03-30,9.604,12.0,88.0,89.4999,9.319,CAT D8T-3
2025-03-29,12.216,22.0,78.0,108.6249,8.892,CAT D8T-3
2025-03-28,12.235,7.0,93.0,119.2499,9.7466,CAT D8T-3
2025-03-27,17.319,13.0,87.0,160.0,9.2384,CAT D8T-3
2025-03-26,17.121,23.0,77.0,146.8749,8.5786,CAT D8T-3
2025-03-25,18.191,36.0,64.0,126.9999,6.9815,CAT D8T-3
2025-03-24,8.611,22.0,78.0,75.9999,8.8259,CAT D8T-3
2025-03-23,13.896,12.0,88.0,142.7498,10.2727,CAT D8T-3
2025-03-22,22.467,20.0,80.0,200.6249,8.9298,CAT D8T-3
2025-03-21,11.642,4.0,96.0,128.125,11.0054,CAT D8T-3
2025-03-20,15.442,9.0,91.0,157.7498,10.2156,CAT D8T-3
2025-03-19,16.209,6.0,94.0,173.7499,10.7193,CAT D8T-3
2025-03-18,16.3,5.0,95.0,181.8748,11.158,CAT D8T-3
2025-03-17,12.367,6.0,94.0,126.8749,10.2591,CAT D8T-3
2025-03-16,12.887,14.0,86.0,124.2499,9.6415,CAT D8T-3
2025-03-15,18.985,27.0,73.0,138.2499,7.2821,CAT D8T-3
2025-03-14,15.489,15.0,85.0,137.2498,8.8611,CAT D8T-3
2025-03-13,17.509,27.0,73.0,129.2498,7.3819,CAT D8T-3
2025-03-12,19.221,23.0,77.0,171.1248,8.903,CAT D8T-3
2025-03-11,18.842,34.0,66.0,130.6249,6.9326,CAT D8T-3
2025-03-10,7.712,43.0,57.0,48.75,6.3213,CAT D8T-3
2025-03-09,1.601,78.0,22.0,2.9999,1.8738,CAT D8T-3
2025-03-08,3.289,46.0,54.0,10.8749,3.3065,CAT D8T-3
2025-03-07,15.374,13.0,87.0,138.9999,9.0412,CAT D8T-3
2025-03-06,12.719,6.0,94.0,132.8748,10.4469,CAT D8T-3
2025-03-05,15.833,3.0,97.0,170.2499,10.7529,CAT D8T-3
2025-03-04,16.277,15.0,85.0,136.9999,8.4168,CAT D8T-3
2025-03-03,11.453,20.0,80.0,97.2499,8.4912,CAT D8T-3
2025-03-02,7.616,13.0,87.0,66.7499,8.7644,CAT D8T-3
2025-03-01,17.103,6.0,94.0,184.4998,10.7876,CAT D8T-3
2025-02-28,17.686,20.0,80.0,155.125,8.7711,CAT D8T-3
2025-02-27,16.471,7.0,93.0,172.4998,10.4729,CAT D8T-3
2025-02-26,19.578,5.0,95.0,199.2499,10.1772,CAT D8T-3
2025-02-25,15.052,5.0,95.0,151.625,10.0734,CAT D8T-3
2025-02-24,13.631,25.0,75.0,85.8749,6.3,CAT D8T-3
2025-02-23,12.951,20.0,80.0,101.4999,7.8372,CAT D8T-3
2025-02-22,16.775,19.0,81.0,139.2498,8.301,CAT D8T-3
2025-02-21,18.311,18.0,82.0,165.6247,9.0451,CAT D8T-3
2025-02-20,17.995,15.0,85.0,176.375,9.8013,CAT D8T-3
2025-02-19,14.903,10.0,90.0,164.1248,11.0129,CAT D8T-3
2025-02-18,11.412,7.0,93.0,129.2498,11.3258,CAT D8T-3
2025-02-17,6.901,6.0,94.0,68.3748,9.908,CAT D8T-3
2025-02-16,15.126,17.0,83.0,131.9999,8.7267,CAT D8T-3
2025-02-15,16.601,7.0,93.0,166.375,10.022,CAT D8T-3
2025-02-14,7.634,7.0,93.0,72.875,9.5461,CAT D8T-3
2025-02-13,13.747,34.0,66.0,88.1249,6.4105,CAT D8T-3
2025-02-12,15.979,42.0,58.0,90.2499,5.648,CAT D8T-3
2025-02-11,18.971,38.0,62.0,116.6251,6.1475,CAT D8T-3
2025-02-10,12.55,21.0,79.0,98.6249,7.8586,CAT D8T-3
2025-02-09,12.532,18.0,82.0,99.875,7.9696,CAT D8T-3
2025-02-08,16.473,21.0,79.0,128.3749,7.793,CAT D8T-3
2025-02-07,17.208,22.0,78.0,138.9999,8.0776,CAT D8T-3
2025-02-06,14.816,13.0,87.0,124.9999,8.4368,CAT D8T-3
2025-02-05,16.638,29.0,71.0,105.5,6.3409,CAT D8T-3
2025-02-04,15.397,27.0,73.0,106.7501,6.9332,CAT D8T-3
2025-02-03,4.62,16.0,84.0,44.2499,9.5779,CAT D8T-3
2025-02-02,10.008,27.0,73.0,69.7499,6.9694,CAT D8T-3
2025-02-01,14.893,33.0,67.0,93.8748,6.3033,CAT D8T-3
2025-01-31,15.271,35.0,65.0,94.125,6.1636,CAT D8T-3
2025-01-30,12.332,31.0,69.0,72.4999,5.879,CAT D8T-3
2025-01-29,14.467,36.0,64.0,87.4998,6.0482,CAT D8T-3
2025-01-28,4.692,27.0,73.0,34.75,7.4062,CAT D8T-3
2025-01-27,7.804,10.0,90.0,72.875,9.3382,CAT D8T-3
2025-01-26,13.878,17.0,83.0,118.25,8.5207,CAT D8T-3
2025-01-25,10.744,31.0,69.0,75.5001,7.0272,CAT D8T-3
2025-01-24,12.959,27.0,73.0,94.75,7.3115,CAT D8T-3
2025-01-23,12.204,18.0,82.0,109.3749,8.9622,CAT D8T-3
2025-01-22,12.513,14.0,86.0,99.125,7.9218,CAT D8T-3
2025-01-21,9.026,16.0,84.0,79.1251,8.7663,CAT D8T-3
2025-01-20,8.036,14.0,86.0,69.7499,8.6797,CAT D8T-3
2025-01-19,11.018,28.0,72.0,87.125,7.9075,CAT D8T-3
2025-01-18,14.655,33.0,67.0,94.75,6.4654,CAT D8T-3
2025-01-17,14.868,40.0,60.0,89.3749,6.0112,CAT D8T-3
2025-01-16,16.5,28.0,72.0,122.1249,7.4015,CAT D8T-3
2025-01-15,15.242,40.0,60.0,100.2498,6.5772,CAT D8T-3
2025-01-14,12.845,58.0,42.0,58.3749,4.5446,CAT D8T-3
2025-01-13,10.423,47.0,53.0,58.3749,5.6006,CAT D8T-3
2025-01-12,9.133,36.0,64.0,63.75,6.9802,CAT D8T-3
2025-01-11,12.133,13.0,87.0,111.125,9.1589,CAT D8T-3
2025-01-10,7.32,23.0,77.0,63.8749,8.7261,CAT D8T-3
2025-01-09,9.839,34.0,66.0,72.125,7.3305,CAT D8T-3
2025-01-08,11.988,24.0,76.0,91.1251,7.6014,CAT D8T-3
2025-01-07,12.749,32.0,68.0,92.0,7.2163,CAT D8T-3
2025-01-06,15.067,17.0,83.0,138.9999,9.2254,CAT D8T-3
2025-01-03,9.151,4.0,96.0,97.2499,10.6272,CAT D8T-3
2025-01-02,7.116,11.0,89.0,71.5,10.0478,CAT D8T-3
2025-05-10,8.006,17.0,83.0,28.1251,3.513,CAT MOTO
2025-05-09,9.064,18.0,82.0,39.8749,4.3993,CAT MOTO
2025-05-08,9.922,7.0,93.0,31.25,3.1496,CAT MOTO
2025-05-07,1.08,97.0,3.0,0.9999,0.9258,CAT MOTO
2025-05-04,3.158,16.0,84.0,12.2499,3.879,CAT MOTO
2025-05-03,7.708,18.0,82.0,26.7501,3.4704,CAT MOTO
2025-05-02,10.396,13.0,87.0,36.3749,3.4989,CAT MOTO
2025-05-01,11.562,19.0,81.0,42.2498,3.6542,CAT MOTO
2025-04-30,9.391,15.0,85.0,47.5,5.058,CAT MOTO
2025-04-29,4.12,19.0,81.0,5.3751,1.3046,CAT MOTO
2025-04-27,5.162,12.0,88.0,17.9999,3.487,CAT MOTO
2025-04-26,4.226,18.0,82.0,15.1249,3.579,CAT MOTO
2025-04-25,7.387,16.0,84.0,24.75,3.3505,CAT MOTO
2025-04-24,9.621,20.0,80.0,31.9999,3.3261,CAT MOTO
2025-04-23,9.936,8.0,92.0,36.75,3.6987,CAT MOTO
2025-04-22,7.589,20.0,80.0,25.6249,3.3766,CAT MOTO
2025-04-21,10.205,14.0,86.0,36.125,3.5399,CAT MOTO
2025-04-20,7.959,9.0,91.0,31.25,3.9264,CAT MOTO
2025-04-19,10.036,18.0,82.0,34.8749,3.475,CAT MOTO
2025-04-18,9.283,16.0,84.0,33.25,3.5818,CAT MOTO
2025-04-17,9.383,9.0,91.0,33.7501,3.5969,CAT MOTO
2025-04-16,8.047,13.0,87.0,28.7501,3.5728,CAT MOTO
2025-04-15,11.849,18.0,82.0,41.0,3.4602,CAT MOTO
2025-04-14,12.667,7.0,93.0,47.6249,3.7598,CAT MOTO
2025-04-13,11.468,14.0,86.0,50.6249,4.4144,CAT MOTO
2025-04-12,14.695,15.0,85.0,41.125,2.7986,CAT MOTO
2025-04-11,18.596,15.0,85.0,65.9999,3.5492,CAT MOTO
2025-04-10,9.782,17.0,83.0,34.9999,3.578,CAT MOTO
2025-04-09,9.153,25.0,75.0,29.2499,3.1957,CAT MOTO
2025-04-08,12.698,13.0,87.0,41.6251,3.2781,CAT MOTO
2025-04-07,12.507,9.0,91.0,45.375,3.628,CAT MOTO
2025-04-06,9.104,13.0,87.0,32.7499,3.5973,CAT MOTO
2025-04-05,12.235,12.0,88.0,44.8749,3.6677,CAT MOTO
2025-04-04,8.684,20.0,80.0,30.1249,3.469,CAT MOTO
2025-04-02,4.21,12.0,88.0,16.4999,3.9192,CAT MOTO
2025-04-01,5.211,12.0,88.0,17.3751,3.3343,CAT MOTO
2025-03-31,10.376,13.0,87.0,39.0,3.7587,CAT MOTO
2025-03-30,10.5,15.0,85.0,33.25,3.1667,CAT MOTO
2025-03-29,14.59,14.0,86.0,53.6251,3.6755,CAT MOTO
2025-03-28,12.974,12.0,88.0,46.9999,3.6226,CAT MOTO
2025-03-27,14.012,21.0,79.0,45.25,3.2294,CAT MOTO
2025-03-26,13.33,13.0,87.0,47.7499,3.5821,CAT MOTO
