,Date,machine_hours,idle_percentage,operating_percentage,total_fuel,gal_hour,Shovel
1850,2024-12-11,,,,,,CAT 320-2
1851,2024-12-10,,,,,,CAT 320-2
1852,2024-12-09,,,,,,CAT 320-2
1853,2024-12-08,,,,,,CAT 320-2
1854,2024-12-07,,,,,,CAT 320-2
1855,2024-12-06,,,,,,CAT 320-2
1856,2024-12-05,,,,,,CAT 320-2
1857,2024-12-04,,,,,,CAT 320-2
1858,2024-12-03,,,,,,CAT 320-2
1859,2024-12-02,,,,,,CAT 320-2
1860,2024-12-01,,,,,,CAT 320-2
1861,2024-11-30,,,,,,CAT 320-2
1862,2024-11-29,,,,,,CAT 320-2
1863,2024-11-28,,,,,,CAT 320-2
1864,2024-11-27,,,,,,CAT 320-2
1865,2024-11-26,8.453,17.0,83.0,17.8749,2.1146,CAT 320-2
1866,2024-11-25,9.434,37.0,63.0,60.75,6.4395,CAT 320-2
1867,2024-11-24,10.861,2.0,98.0,5.8749,0.5409,CAT 320-2
1868,2024-11-23,11.516,15.0,85.0,36.0,3.1261,CAT 320-2
1869,2024-11-22,16.304,20.0,80.0,71.5,4.3854,CAT 320-2
1870,2024-11-21,11.272,8.0,92.0,22.3748,1.985,CAT 320-2
1871,2024-11-20,8.728,14.0,86.0,29.125,3.337,CAT 320-2
1872,2024-11-19,9.514,14.0,86.0,30.5,3.2058,CAT 320-2
1873,2024-11-18,5.623,23.0,77.0,17.1249,3.0455,CAT 320-2
1874,2024-11-17,5.741,17.0,83.0,19.3749,3.3748,CAT 320-2
1875,2024-11-16,8.066,19.0,81.0,26.125,3.2389,CAT 320-2
1876,2024-11-15,7.322,26.0,74.0,23.8751,3.2607,CAT 320-2
1877,2024-11-14,0.159,63.0,37.0,0.125,0.7859,CAT 320-2
1878,2024-11-13,1.529,33.0,67.0,4.25,2.7796,CAT 320-2
1879,2024-11-12,6.905,9.0,91.0,27.0,3.9102,CAT 320-2
1880,2024-11-11,7.716,30.0,70.0,23.4999,3.0456,CAT 320-2
1881,2024-11-10,6.111,15.0,85.0,21.125,3.4569,CAT 320-2
1882,2024-11-09,7.653,26.0,74.0,24.3749,3.185,CAT 320-2
1883,2024-11-08,5.095,23.0,77.0,16.875,3.3121,CAT 320-2
1884,2024-11-07,6.547,34.0,66.0,18.5,2.8257,CAT 320-2
1885,2024-11-06,9.372,11.0,89.0,36.5001,3.8946,CAT 320-2
1886,2024-11-05,18.715,23.0,77.0,60.875,3.2527,CAT 320-2
1887,2024-11-04,8.817,17.0,83.0,28.7501,3.2608,CAT 320-2
1888,2024-11-03,14.981,16.0,84.0,48.0001,3.2041,CAT 320-2
1889,2024-11-02,20.867,22.0,78.0,61.0,2.9233,CAT 320-2
1890,2024-11-01,14.062,37.0,63.0,43.4999,3.0934,CAT 320-2
1891,2024-10-31,11.471,18.0,82.0,28.25,2.4627,CAT 320-2
1892,2024-10-30,19.719,23.0,77.0,90.9999,4.6148,CAT 320-2
1893,2024-10-29,19.063,11.0,89.0,29.9999,1.5737,CAT 320-2
1894,2024-10-28,9.58,13.0,87.0,31.4999,3.2881,CAT 320-2
1895,2024-10-27,13.287,20.0,80.0,51.2499,3.8571,CAT 320-2
1896,2024-10-26,17.941,9.0,91.0,52.6249,2.9332,CAT 320-2
1897,2024-10-25,19.859,9.0,91.0,56.2499,2.8325,CAT 320-2
1898,2024-10-24,8.407,17.0,83.0,26.25,3.1224,CAT 320-2
1899,2024-10-23,10.791,13.0,87.0,34.1249,3.1624,CAT 320-2
1900,2024-10-22,9.699,15.0,85.0,31.9999,3.2993,CAT 320-2
1901,2024-10-21,13.441,15.0,85.0,43.125,3.2085,CAT 320-2
1902,2024-10-20,9.191,22.0,78.0,26.25,2.856,CAT 320-2
1903,2024-10-19,9.474,17.0,83.0,29.8749,3.1534,CAT 320-2
1904,2024-10-18,10.903,20.0,80.0,32.8749,3.0152,CAT 320-2
1905,2024-10-17,11.472,28.0,72.0,30.6249,2.6695,CAT 320-2
1906,2024-10-16,9.209,20.0,80.0,27.3751,2.9726,CAT 320-2
1907,2024-10-15,11.378,18.0,82.0,33.4999,2.9443,CAT 320-2
1908,2024-10-14,8.309,23.0,77.0,24.6251,2.9637,CAT 320-2
1909,2024-10-13,9.843,15.0,85.0,30.5,3.0987,CAT 320-2
1910,2024-10-12,13.634,13.0,87.0,43.125,3.163,CAT 320-2
1911,2024-10-11,12.699,18.0,82.0,40.8751,3.2188,CAT 320-2
1912,2024-10-10,12.8,23.0,77.0,38.7501,3.0274,CAT 320-2
1913,2024-10-09,15.871,11.0,89.0,55.6248,3.5048,CAT 320-2
1914,2024-10-08,9.468,10.0,90.0,31.75,3.3534,CAT 320-2
1915,2024-10-07,1.813,39.0,61.0,4.125,2.2753,CAT 320-2
1916,2024-10-06,4.778,21.0,79.0,14.75,3.0871,CAT 320-2
1917,2024-10-05,12.095,26.0,74.0,35.6249,2.9454,CAT 320-2
1918,2024-10-04,9.473,15.0,85.0,29.2499,3.0877,CAT 320-2
1919,2024-10-03,12.709,14.0,86.0,45.375,3.5703,CAT 320-2
1920,2024-10-02,21.886,17.0,83.0,72.25,3.3012,CAT 320-2
1921,2024-10-01,9.188,26.0,74.0,26.25,2.857,CAT 320-2
1922,2024-09-30,12.168,18.0,82.0,41.6251,3.4209,CAT 320-2
1923,2024-09-29,7.281,19.0,81.0,25.6249,3.5194,CAT 320-2
1924,2024-09-28,8.179,12.0,88.0,28.6249,3.4998,CAT 320-2
1925,2024-09-27,9.014,14.0,86.0,29.9999,3.3281,CAT 320-2
1926,2024-09-26,8.205,23.0,77.0,26.7501,3.2602,CAT 320-2
1927,2024-09-25,7.208,19.0,81.0,25.7499,3.5724,CAT 320-2
1928,2024-09-24,9.241,10.0,90.0,32.5,3.5169,CAT 320-2
1929,2024-09-23,8.709,24.0,76.0,28.375,3.2581,CAT 320-2
1930,2024-09-22,14.145,23.0,77.0,63.3749,4.4804,CAT 320-2
1931,2024-09-21,12.949,15.0,85.0,24.875,1.921,CAT 320-2
1932,2024-09-20,6.888,26.0,74.0,21.7501,3.1577,CAT 320-2
1933,2024-09-19,8.657,23.0,77.0,25.5,2.9456,CAT 320-2
1934,2024-09-18,5.558,18.0,82.0,17.9999,3.2386,CAT 320-2
1935,2024-09-17,8.419,33.0,67.0,22.75,2.7022,CAT 320-2
1936,2024-09-16,9.995,30.0,70.0,45.25,4.5273,CAT 320-2
1937,2024-09-15,9.454,9.0,91.0,14.75,1.5602,CAT 320-2
1938,2024-09-14,9.036,43.0,57.0,40.4999,4.4821,CAT 320-2
1939,2024-09-13,10.044,13.0,87.0,14.3749,1.4312,CAT 320-2
1940,2024-09-12,7.406,38.0,62.0,18.1251,2.4473,CAT 320-2
1941,2024-09-11,11.448,18.0,82.0,35.1251,3.0682,CAT 320-2
1942,2024-09-10,9.449,31.0,69.0,25.2501,2.6723,CAT 320-2
1943,2024-09-09,8.999,14.0,86.0,29.9999,3.3337,CAT 320-2
1944,2024-09-08,1.812,66.0,34.0,2.3749,1.3107,CAT 320-2
1945,2024-09-07,9.694,11.0,89.0,36.875,3.8039,CAT 320-2
1946,2024-09-06,10.129,20.0,80.0,32.5,3.2086,CAT 320-2
1947,2024-09-05,8.844,25.0,75.0,27.1249,3.067,CAT 320-2
1948,2024-09-04,6.828,21.0,79.0,20.625,3.0206,CAT 320-2
1949,2024-09-03,8.606,15.0,85.0,26.25,3.0502,CAT 320-2
1950,2024-09-02,8.999,19.0,81.0,27.7499,3.0837,CAT 320-2
1951,2024-09-01,7.368,28.0,72.0,19.9999,2.7144,CAT 320-2
1952,2024-08-31,8.799,16.0,84.0,29.8749,3.3953,CAT 320-2
1953,2024-08-30,8.944,16.0,84.0,29.9999,3.3542,CAT 320-2
1954,2024-08-29,9.252,21.0,79.0,29.125,3.148,CAT 320-2
1955,2024-08-28,9.21,18.0,82.0,30.6249,3.3252,CAT 320-2
1956,2024-08-27,9.101,22.0,78.0,28.7501,3.159,CAT 320-2
1957,2024-08-26,9.033,12.0,88.0,31.25,3.4595,CAT 320-2
1958,2024-08-25,9.763,25.0,75.0,39.9999,4.0971,CAT 320-2
1959,2024-08-24,7.29,12.0,88.0,10.5,1.4403,CAT 320-2
1960,2024-08-23,7.933,15.0,85.0,29.0,3.6556,CAT 320-2
1961,2024-08-22,8.604,22.0,78.0,27.0,3.1381,CAT 320-2
1962,2024-08-21,9.184,23.0,77.0,28.4999,3.1032,CAT 320-2
1963,2024-08-20,9.281,47.0,53.0,22.75,2.4513,CAT 320-2
1964,2024-08-19,8.015,28.0,72.0,24.6251,3.0724,CAT 320-2
1965,2024-08-18,8.964,15.0,85.0,28.25,3.1515,CAT 320-2
1966,2024-08-17,9.118,22.0,78.0,27.625,3.0297,CAT 320-2
1967,2024-08-16,9.051,10.0,90.0,29.3749,3.2455,CAT 320-2
1968,2024-08-15,9.094,17.0,83.0,28.4999,3.1339,CAT 320-2
1969,2024-08-14,9.863,26.0,74.0,27.2499,2.7628,CAT 320-2
1970,2024-08-13,9.139,18.0,82.0,28.375,3.1048,CAT 320-2
1971,2024-08-12,9.203,23.0,77.0,27.8749,3.0289,CAT 320-2
1972,2024-08-11,9.021,20.0,80.0,27.8749,3.09,CAT 320-2
1973,2024-08-10,7.194,15.0,85.0,23.8751,3.3187,CAT 320-2
1974,2024-08-09,6.006,13.0,87.0,19.6251,3.2676,CAT 320-2
1975,2024-08-08,9.144,16.0,84.0,25.8751,2.8297,CAT 320-2
1976,2024-08-07,7.3208,,,,,CAT 320-2
1977,2024-08-06,,,,,,CAT 320-2
1978,2024-08-05,,,,,,CAT 320-2
1979,2024-08-04,,,,,,CAT 320-2
1980,2024-08-03,,,,,,CAT 320-2
1981,2024-08-02,,,,,,CAT 320-2
1982,2024-08-01,0.0,,,,,CAT 320-2
1983,2024-07-31,0.0,,,,,CAT 320-2
1984,2024-07-30,0.0,,,,,CAT 320-2
1985,2024-07-29,0.0,,,,,CAT 320-2
1986,2024-07-28,0.0,,,,,CAT 320-2
1987,2024-07-27,0.009,,,,,CAT 320-2
1988,2024-07-26,0.007,0.0,100.0,0.0,,CAT 320-2
1989,2024-07-25,4.403,27.0,73.0,13.375,3.0377,CAT 320-2
1990,2024-07-24,5.176,14.0,86.0,19.875,3.8398,CAT 320-2
1991,2024-07-23,4.856,30.0,70.0,15.625,3.2177,CAT 320-2
1992,2024-07-22,6.326,28.0,72.0,21.875,3.458,CAT 320-2
1993,2024-07-21,7.199,34.0,66.0,21.7501,3.0213,CAT 320-2
1994,2024-07-20,7.584,28.0,72.0,24.875,3.2799,CAT 320-2
1995,2024-07-19,7.271,25.0,75.0,25.1251,3.4555,CAT 320-2
1996,2024-07-18,,,,,,CAT 320-2
1997,2024-07-17,,,,,,CAT 320-2
1998,2024-07-16,,,,,,CAT 320-2
1999,2024-07-15,,,,,,CAT 320-2
2000,2024-07-14,,,,,,CAT 320-2
2001,2024-07-13,,,,,,CAT 320-2
2002,2024-07-12,,,,,,CAT 320-2
2003,2024-07-11,,,,,,CAT 320-2
2004,2024-07-10,1.648,6.0,94.0,6.7501,4.096,CAT 320-2
2005,2024-07-09,6.457,16.0,84.0,24.3749,3.775,CAT 320-2
2006,2024-07-08,6.191,19.0,81.0,22.5001,3.6343,CAT 320-2
2007,2024-07-07,9.893,28.0,72.0,31.75,3.2093,CAT 320-2
2008,2024-07-06,8.506,11.0,89.0,35.5,4.1735,CAT 320-2
2009,2024-07-05,3.163,46.0,54.0,7.875,2.4897,CAT 320-2
2010,2024-07-04,5.61,13.0,87.0,21.3749,3.8102,CAT 320-2
2011,2024-07-03,6.64,12.0,88.0,27.1249,4.0851,CAT 320-2
2012,2024-07-02,9.814,15.0,85.0,34.5001,3.5154,CAT 320-2
2013,2024-07-01,9.746,23.0,77.0,29.75,3.0525,CAT 320-2
2014,2024-06-30,11.755,18.0,82.0,36.6251,3.1157,CAT 320-2
2015,2024-06-29,9.477,23.0,77.0,29.125,3.0732,CAT 320-2
2016,2024-06-28,5.167,28.0,72.0,15.3751,2.9756,CAT 320-2
2017,2024-06-27,52.359,22.0,78.0,155.9999,2.9794,CAT 320-2
2018,2024-06-26,,,,,,CAT 320-2
2019,2024-06-25,,,,,,CAT 320-2
2020,2024-06-24,,,,,,CAT 320-2
2021,2024-06-23,,,,,,CAT 320-2
2022,2024-06-22,,,,,,CAT 320-2
2023,2024-06-21,,,,,,CAT 320-2
2024,2024-06-20,,,,,,CAT 320-2
2025,2024-06-19,,,,,,CAT 320-2
2026,2024-06-18,,,,,,CAT 320-2
2027,2024-06-17,,,,,,CAT 320-2
2028,2024-06-16,,,,,,CAT 320-2
2029,2024-06-15,,,,,,CAT 320-2
2030,2024-06-14,,,,,,CAT 320-2
2031,2024-06-13,,,,,,CAT 320-2
2032,2024-06-12,,,,,,CAT 320-2
2033,2024-06-11,,,,,,CAT 320-2
2034,2024-06-10,,,,,,CAT 320-2
2035,2024-06-09,,,,,,CAT 320-2
2036,2024-06-08,,,,,,CAT 320-2
2037,2024-06-07,,,,,,CAT 320-2
2038,2024-06-06,,,,,,CAT 320-2
2039,2024-06-05,,,,,,CAT 320-2
2040,2024-06-04,,,,,,CAT 320-2
2041,2024-06-03,,,,,,CAT 320-2
2042,2024-06-02,,,,,,CAT 320-2
2043,2024-06-01,,,,,,CAT 320-2
2044,2024-05-31,,,,,,CAT 320-2
2045,2024-05-30,,,,,,CAT 320-2
2046,2024-05-29,,,,,,CAT 320-2
2047,2024-05-28,,,,,,CAT 320-2
2048,2024-05-27,,,,,,CAT 320-2
2049,2024-05-26,,,,,,CAT 320-2
2050,2024-05-25,,,,,,CAT 320-2
2051,2024-05-24,,,,0.125,,CAT 320-2
2052,2024-05-23,0.131,0.0,100.0,0.2499,1.9077,CAT 320-2
2053,2024-05-22,,,,,,CAT 320-2
2054,2024-05-21,,,,,,CAT 320-2
2055,2024-05-20,,,,,,CAT 320-2
2056,2024-05-19,,,,,,CAT 320-2
2057,2024-05-18,,,,,,CAT 320-2
2058,2024-05-17,0.26,96.0,4.0,,,CAT 320-2
2059,2024-05-16,,,,0.125,,CAT 320-2
2060,2024-05-15,0.331,,,,,CAT 320-2
2061,2024-05-14,0.0,,,,,CAT 320-2
2062,2024-05-13,0.191,52.0,48.0,0.3751,1.964,CAT 320-2
2063,2024-05-12,,,,0.2499,,CAT 320-2
2064,2024-05-11,7.541,15.0,85.0,21.7501,2.8842,CAT 320-2
2065,2024-05-10,7.067,14.0,86.0,24.5001,3.4668,CAT 320-2
2066,2024-05-09,4.382,26.0,74.0,12.9999,2.9667,CAT 320-2
2067,2024-05-08,2.734,71.0,29.0,4.125,1.5088,CAT 320-2
2068,2024-05-07,6.189,17.0,83.0,24.125,3.898,CAT 320-2
2069,2024-05-06,9.192,26.0,74.0,27.625,3.0053,CAT 320-2
2070,2024-05-05,4.032,31.0,69.0,12.875,3.1932,CAT 320-2
2071,2024-05-04,0.448,78.0,22.0,0.2499,0.5578,CAT 320-2
2072,2024-05-03,0.841,24.0,76.0,3.3751,4.0131,CAT 320-2
2073,2024-05-02,3.669,19.0,81.0,13.2501,3.6114,CAT 320-2
2074,2024-05-01,4.829,,,,,CAT 320-2
2075,2024-04-30,8.145,,,,,CAT 320-2
2076,2024-04-29,7.89,18.0,82.0,29.8749,3.7864,CAT 320-2
2077,2024-04-28,8.286,19.0,81.0,31.75,3.8318,CAT 320-2
2078,2024-04-27,9.264,18.0,82.0,32.8749,3.5487,CAT 320-2
2079,2024-04-26,3.872,19.0,81.0,15.5,4.0031,CAT 320-2
2080,2024-04-25,1.685,56.0,44.0,2.9999,1.7804,CAT 320-2
2081,2024-04-24,8.518,31.0,69.0,26.6251,3.1257,CAT 320-2
2082,2024-04-23,8.289,29.0,71.0,24.6251,2.9708,CAT 320-2
2083,2024-04-22,7.131,19.0,81.0,26.7501,3.7512,CAT 320-2
2084,2024-04-21,9.176,29.0,71.0,28.7501,3.1332,CAT 320-2
2085,2024-04-20,9.519,17.0,83.0,34.75,3.6506,CAT 320-2
2086,2024-04-19,8.896,15.0,85.0,32.3751,3.6393,CAT 320-2
2087,2024-04-18,4.303,17.0,83.0,16.7501,3.8927,CAT 320-2
2088,2024-04-17,8.779,24.0,76.0,33.25,3.7875,CAT 320-2
2089,2024-04-16,9.308,21.0,79.0,34.3749,3.693,CAT 320-2
2090,2024-04-15,9.216,15.0,85.0,39.0,4.2318,CAT 320-2
2091,2024-04-14,5.261,16.0,84.0,18.8751,3.5877,CAT 320-2
2092,2024-04-13,,,,,,CAT 320-2
2093,2024-04-12,,,,,,CAT 320-2
2094,2024-04-11,,,,,,CAT 320-2
2095,2024-04-10,,,,,,CAT 320-2
2096,2024-04-09,,,,,,CAT 320-2
2097,2024-04-08,,,,,,CAT 320-2
2098,2024-04-07,0.848,59.0,41.0,1.5,1.7688,CAT 320-2
2099,2024-04-06,0.438,91.0,9.0,0.5001,1.1417,CAT 320-2
2100,2024-04-05,13.163,41.0,59.0,50.7501,3.8555,CAT 320-2
2101,2024-04-04,19.28,18.0,82.0,52.2501,2.7101,CAT 320-2
2102,2024-04-03,17.85,18.0,82.0,62.375,3.4944,CAT 320-2
2103,2024-04-02,1.288,,,,,CAT 320-2
2104,2024-04-01,0.0,,,,,CAT 320-2
2105,2024-03-31,0.0,,,,,CAT 320-2
2106,2024-03-30,0.0,,,,,CAT 320-2
2107,2024-03-29,0.241,21.0,79.0,1.1251,4.6685,CAT 320-2
2108,2024-03-28,14.821,24.0,76.0,67.875,4.5797,CAT 320-2
2109,2024-03-27,18.181,21.0,79.0,68.625,3.7745,CAT 320-2
2110,2024-03-26,18.606,19.0,81.0,44.625,2.3984,CAT 320-2
2111,2024-03-25,8.754,29.0,71.0,27.625,3.1557,CAT 320-2
2112,2024-03-24,12.74,20.0,80.0,42.2501,3.3163,CAT 320-2
2113,2024-03-23,22.533,23.0,77.0,68.5001,3.04,CAT 320-2
2114,2024-03-22,16.219,20.0,80.0,58.4998,3.6069,CAT 320-2
2115,2024-03-21,13.821,18.0,82.0,42.5,3.075,CAT 320-2
2116,2024-03-20,22.148,22.0,78.0,72.6248,3.2791,CAT 320-2
2117,2024-03-19,13.644,23.0,77.0,46.0,3.3714,CAT 320-2
2118,2024-03-18,2.309,76.0,24.0,21.3749,9.2572,CAT 320-2
2119,2024-03-17,10.396,14.0,86.0,16.1251,1.5511,CAT 320-2
2120,2024-03-16,20.712,13.0,87.0,70.3749,3.3978,CAT 320-2
2121,2024-03-15,15.071,15.0,85.0,53.0,3.5167,CAT 320-2
2122,2024-03-14,16.613,14.0,86.0,58.6251,3.5289,CAT 320-2
2123,2024-03-13,10.816,17.0,83.0,33.25,3.0741,CAT 320-2
2124,2024-03-12,17.49,19.0,81.0,56.2499,3.2161,CAT 320-2
2125,2024-03-11,5.002,15.0,85.0,19.125,3.8235,CAT 320-2
2126,2024-03-10,7.418,20.0,80.0,27.3751,3.6904,CAT 320-2
2127,2024-03-09,20.967,20.0,80.0,67.125,3.2015,CAT 320-2
2128,2024-03-08,11.59,18.0,82.0,39.2499,3.3865,CAT 320-2
2129,2024-03-07,16.887,20.0,80.0,52.7499,3.1237,CAT 320-2
2130,2024-03-06,9.557,30.0,70.0,24.875,2.6028,CAT 320-2
2131,2024-03-05,14.698,23.0,77.0,46.75,3.1807,CAT 320-2
2132,2024-03-04,,,,,,CAT 320-2
2133,2024-03-03,,,,,,CAT 320-2
2134,2024-03-02,,,,,,CAT 320-2
2135,2024-03-01,,,,,,CAT 320-2
2136,2024-02-29,,,,,,CAT 320-2
2137,2024-02-28,,,,,,CAT 320-2
2138,2024-02-27,,,,,,CAT 320-2
2139,2024-02-26,,,,,,CAT 320-2
2140,2024-02-25,,,,,,CAT 320-2
2141,2024-02-24,,,,,,CAT 320-2
2142,2024-02-23,,,,,,CAT 320-2
2143,2024-02-22,,,,,,CAT 320-2
2144,2024-02-21,2.54,24.0,76.0,7.5001,2.9528,CAT 320-2
2145,2024-02-20,15.553,14.0,86.0,54.2501,3.4881,CAT 320-2
2146,2024-02-19,14.497,,,,,CAT 320-2
2147,2024-02-18,9.264,,,,,CAT 320-2
2148,2024-02-17,12.054,19.0,81.0,52.6249,4.3658,CAT 320-2
2149,2024-02-16,15.636,10.0,90.0,34.1249,2.1825,CAT 320-2
2150,2024-02-15,14.921,15.0,85.0,46.8749,3.1415,CAT 320-2
2151,2024-02-14,16.22,18.0,82.0,49.1249,3.0287,CAT 320-2
2152,2024-02-13,16.358,16.0,84.0,52.6249,3.2171,CAT 320-2
2153,2024-02-12,13.441,13.0,87.0,44.7499,3.3294,CAT 320-2
2154,2024-02-11,13.016,14.0,86.0,48.125,3.6974,CAT 320-2
2155,2024-02-10,14.761,17.0,83.0,51.8749,3.5143,CAT 320-2
2156,2024-02-09,6.297,12.0,88.0,23.25,3.6923,CAT 320-2
2157,2024-02-08,9.976,12.0,88.0,40.375,4.0472,CAT 320-2
2158,2024-02-07,6.013,13.0,87.0,24.0,3.9913,CAT 320-2
2159,2024-02-06,10.45,22.0,78.0,36.2499,3.4689,CAT 320-2
2160,2024-02-05,7.84,26.0,74.0,24.3749,3.109,CAT 320-2
2161,2024-02-04,9.8,27.0,73.0,30.375,3.0995,CAT 320-2
2162,2024-02-03,10.144,20.0,80.0,32.5,3.2039,CAT 320-2
2163,2024-02-02,0.097,52.0,48.0,0.2499,2.5764,CAT 320-2
2164,2024-02-01,10.897,22.0,78.0,34.9999,3.2119,CAT 320-2
2165,2024-01-31,15.988,24.0,76.0,52.8748,3.3072,CAT 320-2
2166,2024-01-30,12.033,30.0,70.0,38.25,3.1788,CAT 320-2
2167,2024-01-29,9.618,40.0,60.0,25.8749,2.6902,CAT 320-2
2168,2024-01-28,8.647,20.0,80.0,28.4999,3.2959,CAT 320-2
2169,2024-01-27,15.621,39.0,61.0,59.2501,3.793,CAT 320-2
2170,2024-01-26,15.341,29.0,71.0,29.625,1.9311,CAT 320-2
2171,2024-01-25,17.699,28.0,72.0,54.625,3.0863,CAT 320-2
2172,2024-01-24,13.977,21.0,79.0,44.8749,3.2106,CAT 320-2
2173,2024-01-23,15.606,28.0,72.0,46.75,2.9956,CAT 320-2
2174,2024-01-22,13.311,22.0,78.0,38.4999,2.8923,CAT 320-2
2175,2024-01-21,7.529,18.0,82.0,24.6251,3.2707,CAT 320-2
2176,2024-01-20,4.183,25.0,75.0,12.2499,2.9285,CAT 320-2
2177,2024-01-19,11.528,28.0,72.0,44.7499,3.8818,CAT 320-2
2178,2024-01-18,15.419,17.0,83.0,36.5001,2.3672,CAT 320-2
2179,2024-01-17,17.351,33.0,67.0,61.9998,3.5733,CAT 320-2
2180,2024-01-16,17.759,19.0,81.0,37.8749,2.1327,CAT 320-2
2181,2024-01-15,12.796,21.0,79.0,39.625,3.0967,CAT 320-2
2182,2024-01-14,9.208,31.0,69.0,25.1249,2.7286,CAT 320-2
2183,2024-01-13,6.342,32.0,68.0,16.25,2.5623,CAT 320-2
2184,2024-01-12,9.186,24.0,76.0,27.5,2.9937,CAT 320-2
2185,2024-01-11,12.855,31.0,69.0,34.9999,2.7227,CAT 320-2
2186,2024-01-10,8.318,31.0,69.0,21.4999,2.5847,CAT 320-2
2187,2024-01-09,9.241,29.0,71.0,24.125,2.6107,CAT 320-2
2188,2024-01-08,9.203,27.0,73.0,27.9999,3.0425,CAT 320-2
2189,2024-01-07,2.37,30.0,70.0,7.0,2.9536,CAT 320-2
2190,2024-01-06,9.639,31.0,69.0,26.875,2.7882,CAT 320-2
2191,2024-01-05,13.83,30.0,70.0,51.75,3.7419,CAT 320-2
2192,2024-01-04,20.325,23.0,77.0,44.5,2.1894,CAT 320-2
2193,2024-01-03,9.233,29.0,71.0,26.25,2.8431,CAT 320-2
2194,2024-01-02,6.876,,,,,CAT 320-2
2195,2024-01-01,0.0,,,,,CAT 320-2
2196,2024-12-31,0.0,,,0.0,,CAT 320-1
2197,2024-12-30,0.0,,,0.0,,CAT 320-1
2198,2024-12-29,7.388,21.0,79.0,23.25,3.147,CAT 320-1
2199,2024-12-28,8.003,29.0,71.0,22.625,2.8271,CAT 320-1
2200,2024-12-27,12.809,25.0,75.0,38.875,3.035,CAT 320-1
2201,2024-12-26,11.675,30.0,70.0,42.6249,3.651,CAT 320-1
2202,2024-12-25,11.671,21.0,79.0,22.8749,1.96,CAT 320-1
2203,2024-12-24,3.943,36.0,64.0,10.625,2.6947,CAT 320-1
2204,2024-12-23,9.062,17.0,83.0,27.5,3.0346,CAT 320-1
2205,2024-12-22,11.301,15.0,85.0,35.5,3.1413,CAT 320-1
2206,2024-12-21,11.136,14.0,86.0,34.75,3.1205,CAT 320-1
2207,2024-12-20,12.809,10.0,90.0,42.1249,3.2887,CAT 320-1
2208,2024-12-19,15.609,10.0,90.0,48.3749,3.0992,CAT 320-1
2209,2024-12-18,21.833,9.0,91.0,76.6249,3.5096,CAT 320-1
2210,2024-12-17,5.934,19.0,81.0,18.1248,3.0544,CAT 320-1
2211,2024-12-16,11.097,23.0,77.0,33.0001,2.9738,CAT 320-1
2212,2024-12-15,2.279,48.0,52.0,4.875,2.1391,CAT 320-1
2213,2024-12-14,2.046,54.0,46.0,4.125,2.0162,CAT 320-1
2214,2024-12-13,,,,,,CAT 320-1
2215,2024-12-12,,,,,,CAT 320-1
2216,2024-12-11,1.1,64.0,36.0,1.1251,1.0228,CAT 320-1
2217,2024-12-10,3.113,67.0,33.0,3.5,1.1243,CAT 320-1
2218,2024-12-09,0.126,79.0,21.0,0.2499,1.9834,CAT 320-1
2219,2024-12-08,,,,,,CAT 320-1
2220,2024-12-07,0.775,58.0,42.0,0.9999,1.2902,CAT 320-1
2221,2024-12-06,0.559,98.0,2.0,0.3751,0.671,CAT 320-1
2222,2024-12-05,1.501,87.0,13.0,0.9999,0.6662,CAT 320-1
2223,2024-12-04,0.319,94.0,6.0,0.2499,0.7834,CAT 320-1
2224,2024-12-03,0.53,85.0,15.0,0.3749,0.7073,CAT 320-1
2225,2024-12-02,0.828,91.0,9.0,0.75,0.9058,CAT 320-1
2226,2024-12-01,0.0,,,0.0,,CAT 320-1
2227,2024-11-30,,,,,,CAT 320-1
2228,2024-11-29,,,,,,CAT 320-1
2229,2024-11-28,,,,,,CAT 320-1
2230,2024-11-27,,,,,,CAT 320-1
2231,2024-11-26,,,,,,CAT 320-1
2232,2024-11-25,,,,,,CAT 320-1
2233,2024-11-24,,,,,,CAT 320-1
2234,2024-11-23,,,,,,CAT 320-1
2235,2024-11-22,,,,,,CAT 320-1
2236,2024-11-21,,,,,,CAT 320-1
2237,2024-11-20,,,,,,CAT 320-1
2238,2024-11-19,,,,,,CAT 320-1
2239,2024-11-18,,,,,,CAT 320-1
2240,2024-11-17,,,,,,CAT 320-1
2241,2024-11-16,,,,,,CAT 320-1
2242,2024-11-15,,,,,,CAT 320-1
2243,2024-11-14,,,,,,CAT 320-1
2244,2024-11-13,,,,,,CAT 320-1
2245,2024-11-12,,,,,,CAT 320-1
2246,2024-11-11,,,,,,CAT 320-1
2247,2024-11-10,,,,,,CAT 320-1
2248,2024-11-09,,,,,,CAT 320-1
2249,2024-11-08,,,,,,CAT 320-1
2250,2024-11-07,,,,,,CAT 320-1
2251,2024-11-06,,,,,,CAT 320-1
2252,2024-11-05,,,,,,CAT 320-1
2253,2024-11-04,,,,,,CAT 320-1
2254,2024-11-03,,,,,,CAT 320-1
2255,2024-11-02,,,,,,CAT 320-1
2256,2024-11-01,,,,,,CAT 320-1
2257,2024-10-31,,,,,,CAT 320-1
2258,2024-10-30,,,,,,CAT 320-1
2259,2024-10-29,,,,,,CAT 320-1
2260,2024-10-28,,,,,,CAT 320-1
2261,2024-10-27,,,,,,CAT 320-1
2262,2024-10-26,,,,,,CAT 320-1
