,Date,machine_hours,idle_percentage,operating_percentage,total_fuel,gal_hour,Shovel
1407,2024-02-26,,,,,,CAT 349-6
1408,2024-02-25,,,,,,CAT 349-6
1409,2024-02-24,,,,,,CAT 349-6
1410,2024-02-23,,,,,,CAT 349-6
1411,2024-02-22,,,,,,CAT 349-6
1412,2024-02-21,,,,,,CAT 349-6
1413,2024-02-20,,,,,,CAT 349-6
1414,2024-02-19,,,,,,CAT 349-6
1415,2024-02-18,,,,,,CAT 349-6
1416,2024-02-17,,,,,,CAT 349-6
1417,2024-02-16,,,,,,CAT 349-6
1418,2024-02-15,,,,,,CAT 349-6
1419,2024-02-14,,,,,,CAT 349-6
1420,2024-02-13,,,,,,CAT 349-6
1421,2024-02-12,,,,,,CAT 349-6
1422,2024-02-11,,,,,,CAT 349-6
1423,2024-02-10,,,,,,CAT 349-6
1424,2024-02-09,,,,,,CAT 349-6
1425,2024-02-08,,,,,,CAT 349-6
1426,2024-02-07,,,,,,CAT 349-6
1427,2024-02-06,,,,,,CAT 349-6
1428,2024-02-05,,,,,,CAT 349-6
1429,2024-02-04,,,,,,CAT 349-6
1430,2024-02-03,,,,,,CAT 349-6
1431,2024-02-02,,,,,,CAT 349-6
1432,2024-02-01,,,,,,CAT 349-6
1433,2024-01-31,,,,,,CAT 349-6
1434,2024-01-30,,,,,,CAT 349-6
1435,2024-01-29,,,,,,CAT 349-6
1436,2024-01-28,,,,,,CAT 349-6
1437,2024-01-27,,,,,,CAT 349-6
1438,2024-01-26,,,,,,CAT 349-6
1439,2024-01-25,,,,,,CAT 349-6
1440,2024-01-24,,,,,,CAT 349-6
1441,2024-01-23,,,,,,CAT 349-6
1442,2024-01-22,,,,,,CAT 349-6
1443,2024-01-21,,,,,,CAT 349-6
1444,2024-01-20,,,,,,CAT 349-6
1445,2024-01-19,,,,,,CAT 349-6
1446,2024-01-18,,,,,,CAT 349-6
1447,2024-01-17,,,,,,CAT 349-6
1448,2024-01-16,,,,,,CAT 349-6
1449,2024-01-15,,,,,,CAT 349-6
1450,2024-01-14,,,,,,CAT 349-6
1451,2024-01-13,,,,,,CAT 349-6
1452,2024-01-12,,,,,,CAT 349-6
1453,2024-01-11,,,,,,CAT 349-6
1454,2024-01-10,,,,,,CAT 349-6
1455,2024-01-09,,,,,,CAT 349-6
1456,2024-01-08,0.0,,,,,CAT 349-6
1457,2024-01-07,,,,,,CAT 349-6
1458,2024-01-06,,,,,,CAT 349-6
1459,2024-01-05,0.0,,,,,CAT 349-6
1460,2024-01-04,,,,,,CAT 349-6
1461,2024-01-03,,,,,,CAT 349-6
1462,2024-01-02,,,,,,CAT 349-6
1463,2024-01-01,,,,,,CAT 349-6
1464,2024-12-31,,,,,,CAT 336-3
1465,2024-12-30,,,,,,CAT 336-3
1466,2024-12-29,,,,,,CAT 336-3
1467,2024-12-28,,,,,,CAT 336-3
1468,2024-12-27,,,,,,CAT 336-3
1469,2024-12-26,,,,,,CAT 336-3
1470,2024-12-25,,,,,,CAT 336-3
1471,2024-12-24,,,,,,CAT 336-3
1472,2024-12-23,,,,,,CAT 336-3
1473,2024-12-22,,,,,,CAT 336-3
1474,2024-12-21,,,,,,CAT 336-3
1475,2024-12-20,,,,,,CAT 336-3
1476,2024-12-19,,,,,,CAT 336-3
1477,2024-12-18,,,,,,CAT 336-3
1478,2024-12-17,,,,,,CAT 336-3
1479,2024-12-16,,,,,,CAT 336-3
1480,2024-12-15,,,,,,CAT 336-3
1481,2024-12-14,,,,,,CAT 336-3
1482,2024-12-13,,,,,,CAT 336-3
1483,2024-12-12,,,,,,CAT 336-3
1484,2024-12-11,,,,,,CAT 336-3
1485,2024-12-10,,,,,,CAT 336-3
1486,2024-12-09,,,,,,CAT 336-3
1487,2024-12-08,,,,,,CAT 336-3
1488,2024-12-07,,,,,,CAT 336-3
1489,2024-12-06,,,,,,CAT 336-3
1490,2024-12-05,,,,,,CAT 336-3
1491,2024-12-04,,,,,,CAT 336-3
1492,2024-12-03,,,,,,CAT 336-3
1493,2024-12-02,,,,,,CAT 336-3
1494,2024-12-01,,,,,,CAT 336-3
1495,2024-11-30,,,,,,CAT 336-3
1496,2024-11-29,,,,,,CAT 336-3
1497,2024-11-28,,,,,,CAT 336-3
1498,2024-11-27,,,,,,CAT 336-3
1499,2024-11-26,,,,,,CAT 336-3
1500,2024-11-25,,,,,,CAT 336-3
1501,2024-11-24,,,,,,CAT 336-3
1502,2024-11-23,,,,,,CAT 336-3
1503,2024-11-22,,,,,,CAT 336-3
1504,2024-11-21,,,,,,CAT 336-3
1505,2024-11-20,,,,,,CAT 336-3
1506,2024-11-19,,,,,,CAT 336-3
1507,2024-11-18,,,,,,CAT 336-3
1508,2024-11-17,,,,,,CAT 336-3
1509,2024-11-16,,,,,,CAT 336-3
1510,2024-11-15,,,,,,CAT 336-3
1511,2024-11-14,,,,,,CAT 336-3
1512,2024-11-13,,,,,,CAT 336-3
1513,2024-11-12,,,,,,CAT 336-3
1514,2024-11-11,,,,,,CAT 336-3
1515,2024-11-10,,,,,,CAT 336-3
1516,2024-11-09,,,,,,CAT 336-3
1517,2024-11-08,,,,,,CAT 336-3
1518,2024-11-07,,,,,,CAT 336-3
1519,2024-11-06,,,,,,CAT 336-3
1520,2024-11-05,,,,,,CAT 336-3
1521,2024-11-04,,,,,,CAT 336-3
1522,2024-11-03,,,,,,CAT 336-3
1523,2024-11-02,,,,,,CAT 336-3
1524,2024-11-01,,,,,,CAT 336-3
1525,2024-10-31,,,,,,CAT 336-3
1526,2024-10-30,,,,,,CAT 336-3
1527,2024-10-29,,,,,,CAT 336-3
1528,2024-10-28,,,,,,CAT 336-3
1529,2024-10-27,,,,,,CAT 336-3
1530,2024-10-26,,,,,,CAT 336-3
1531,2024-10-25,,,,,,CAT 336-3
1532,2024-10-24,,,,,,CAT 336-3
1533,2024-10-23,,,,,,CAT 336-3
1534,2024-10-22,,,,,,CAT 336-3
1535,2024-10-21,,,,,,CAT 336-3
1536,2024-10-20,,,,,,CAT 336-3
1537,2024-10-19,,,,,,CAT 336-3
1538,2024-10-18,,,,,,CAT 336-3
1539,2024-10-17,,,,,,CAT 336-3
1540,2024-10-16,,,,,,CAT 336-3
1541,2024-10-15,0.154,,,,,CAT 336-3
1542,2024-10-14,0.0,,,,,CAT 336-3
1543,2024-10-13,0.0,,,,,CAT 336-3
1544,2024-10-12,0.281,53.0,47.0,0.75,2.669,CAT 336-3
1545,2024-10-11,,,,,,CAT 336-3
1546,2024-10-10,1.028,73.0,27.0,1.8751,1.824,CAT 336-3
1547,2024-10-09,1.558,67.0,33.0,3.1249,2.0057,CAT 336-3
1548,2024-10-08,0.83,84.0,16.0,1.5,1.8072,CAT 336-3
1549,2024-10-07,,,,,,CAT 336-3
1550,2024-10-06,2.998,45.0,55.0,7.875,2.6267,CAT 336-3
1551,2024-10-05,3.246,51.0,49.0,10.2499,3.1577,CAT 336-3
1552,2024-10-04,5.675,68.0,32.0,17.3749,3.0616,CAT 336-3
1553,2024-10-03,2.119,28.0,72.0,12.75,6.017,CAT 336-3
1554,2024-10-02,2.038,56.0,44.0,9.6251,4.7228,CAT 336-3
1555,2024-10-01,0.808,25.0,75.0,6.1251,7.5805,CAT 336-3
1556,2024-09-30,9.197,14.0,86.0,71.375,7.7607,CAT 336-3
1557,2024-09-29,8.286,26.0,74.0,49.9998,6.0342,CAT 336-3
1558,2024-09-28,7.788,27.0,73.0,45.375,5.8263,CAT 336-3
1559,2024-09-27,13.35,14.0,86.0,107.3748,8.0431,CAT 336-3
1560,2024-09-26,7.819,14.0,86.0,60.875,7.7855,CAT 336-3
1561,2024-09-25,8.635,14.0,86.0,66.7499,7.7301,CAT 336-3
1562,2024-09-24,9.336,17.0,83.0,70.3749,7.538,CAT 336-3
1563,2024-09-23,9.075,26.0,74.0,64.1248,7.0661,CAT 336-3
1564,2024-09-22,8.154,14.0,86.0,65.3749,8.0175,CAT 336-3
1565,2024-09-21,12.625,32.0,68.0,78.3751,6.2079,CAT 336-3
1566,2024-09-20,9.649,20.0,80.0,68.1249,7.0603,CAT 336-3
1567,2024-09-19,10.54,19.0,81.0,79.6249,7.5546,CAT 336-3
1568,2024-09-18,8.922,30.0,70.0,58.875,6.5989,CAT 336-3
1569,2024-09-17,9.259,24.0,76.0,65.3749,7.0607,CAT 336-3
1570,2024-09-16,9.334,10.0,90.0,77.25,8.2762,CAT 336-3
1571,2024-09-15,9.149,15.0,85.0,70.6251,7.7194,CAT 336-3
1572,2024-09-14,9.281,14.0,86.0,75.3749,8.1214,CAT 336-3
1573,2024-09-13,7.988,22.0,78.0,55.7501,6.9792,CAT 336-3
1574,2024-09-12,9.183,15.0,85.0,73.0,7.9495,CAT 336-3
1575,2024-09-11,4.708,52.0,48.0,14.0001,2.9737,CAT 336-3
1576,2024-09-10,8.989,33.0,67.0,53.125,5.91,CAT 336-3
1577,2024-09-09,11.469,27.0,73.0,75.0,6.5394,CAT 336-3
1578,2024-09-08,11.418,21.0,79.0,79.875,6.9955,CAT 336-3
1579,2024-09-07,8.61,24.0,76.0,55.0001,6.3879,CAT 336-3
1580,2024-09-06,8.099,19.0,81.0,65.4999,8.0874,CAT 336-3
1581,2024-09-05,8.849,15.0,85.0,73.3748,8.2919,CAT 336-3
1582,2024-09-04,9.148,11.0,89.0,77.75,8.4991,CAT 336-3
1583,2024-09-03,8.108,21.0,79.0,63.0,7.7701,CAT 336-3
1584,2024-09-02,7.648,21.0,79.0,58.75,7.6818,CAT 336-3
1585,2024-09-01,7.891,26.0,74.0,54.2498,6.8749,CAT 336-3
1586,2024-08-31,9.032,13.0,87.0,69.1248,7.6533,CAT 336-3
1587,2024-08-30,8.331,31.0,69.0,50.6249,6.0767,CAT 336-3
1588,2024-08-29,6.461,9.0,91.0,52.375,8.1063,CAT 336-3
1589,2024-08-28,0.078,0.0,100.0,0.125,1.602,CAT 336-3
1590,2024-08-27,8.173,18.0,82.0,57.1251,6.9895,CAT 336-3
1591,2024-08-26,6.636,10.0,90.0,56.0,8.4388,CAT 336-3
1592,2024-08-25,9.363,8.0,92.0,81.7499,8.7312,CAT 336-3
1593,2024-08-24,8.584,8.0,92.0,72.7501,8.4751,CAT 336-3
1594,2024-08-23,8.826,9.0,91.0,75.875,8.5968,CAT 336-3
1595,2024-08-22,9.54,8.0,92.0,82.6248,8.6609,CAT 336-3
1596,2024-08-21,9.377,9.0,91.0,82.0,8.7448,CAT 336-3
1597,2024-08-20,9.755,8.0,92.0,87.6251,8.9826,CAT 336-3
1598,2024-08-19,9.436,7.0,93.0,83.5,8.8491,CAT 336-3
1599,2024-08-18,9.352,4.0,96.0,88.2498,9.4365,CAT 336-3
1600,2024-08-17,1.385,14.0,86.0,9.25,6.6787,CAT 336-3
1601,2024-08-16,0.0,,,0.0,,CAT 336-3
1602,2024-08-15,5.359,8.0,92.0,43.125,8.0472,CAT 336-3
1603,2024-08-14,9.28,3.0,97.0,91.25,9.833,CAT 336-3
1604,2024-08-13,9.607,5.0,95.0,90.0,9.3682,CAT 336-3
1605,2024-08-12,9.308,2.0,98.0,92.2499,9.9108,CAT 336-3
1606,2024-08-11,9.158,6.0,94.0,82.9999,9.0631,CAT 336-3
1607,2024-08-10,7.896,6.0,94.0,72.25,9.1502,CAT 336-3
1608,2024-08-09,4.833,59.0,41.0,20.5,4.2417,CAT 336-3
1609,2024-08-08,9.452,6.0,94.0,86.375,9.1383,CAT 336-3
1610,2024-08-07,9.079,8.0,92.0,80.625,8.8804,CAT 336-3
1611,2024-08-06,9.538,7.0,93.0,86.6249,9.0821,CAT 336-3
1612,2024-08-05,9.341,7.0,93.0,81.6249,8.7384,CAT 336-3
1613,2024-08-04,9.516,7.0,93.0,82.6248,8.6827,CAT 336-3
1614,2024-08-03,10.085,5.0,95.0,91.25,9.0481,CAT 336-3
1615,2024-08-02,9.246,14.0,86.0,76.2501,8.2468,CAT 336-3
1616,2024-08-01,7.518,16.0,84.0,53.6251,7.1329,CAT 336-3
1617,2024-07-31,9.19,10.0,90.0,79.4999,8.6507,CAT 336-3
1618,2024-07-30,9.109,11.0,89.0,80.125,8.7962,CAT 336-3
1619,2024-07-29,9.336,11.0,89.0,80.625,8.6359,CAT 336-3
1620,2024-07-28,8.958,6.0,94.0,78.8749,8.805,CAT 336-3
1621,2024-07-27,9.256,10.0,90.0,75.3749,8.1434,CAT 336-3
1622,2024-07-26,9.061,10.0,90.0,75.4998,8.3324,CAT 336-3
1623,2024-07-25,9.496,5.0,95.0,85.1249,8.9643,CAT 336-3
1624,2024-07-24,8.876,8.0,92.0,75.4998,8.5061,CAT 336-3
1625,2024-07-23,7.95,8.0,92.0,65.75,8.2704,CAT 336-3
1626,2024-07-22,9.168,26.0,74.0,60.75,6.6263,CAT 336-3
1627,2024-07-21,4.138,11.0,89.0,33.875,8.1863,CAT 336-3
1628,2024-07-20,0.0,,,0.0,,CAT 336-3
1629,2024-07-19,7.612,14.0,86.0,51.5001,6.7656,CAT 336-3
1630,2024-07-18,8.03,7.0,93.0,68.9999,8.5927,CAT 336-3
1631,2024-07-17,10.014,10.0,90.0,82.125,8.201,CAT 336-3
1632,2024-07-16,9.674,7.0,93.0,87.4998,9.0449,CAT 336-3
1633,2024-07-15,9.263,7.0,93.0,84.875,9.1628,CAT 336-3
1634,2024-07-14,9.326,9.0,91.0,83.7499,8.9803,CAT 336-3
1635,2024-07-13,9.333,5.0,95.0,86.375,9.2548,CAT 336-3
1636,2024-07-12,9.1,7.0,93.0,83.1249,9.1346,CAT 336-3
1637,2024-07-11,9.174,7.0,93.0,83.8749,9.1427,CAT 336-3
1638,2024-07-10,9.683,10.0,90.0,85.75,8.8557,CAT 336-3
1639,2024-07-09,1.957,38.0,62.0,11.8751,6.068,CAT 336-3
1640,2024-07-08,0.0,,,0.0,,CAT 336-3
1641,2024-07-07,0.347,72.0,28.0,0.625,1.8012,CAT 336-3
1642,2024-07-06,9.121,14.0,86.0,70.875,7.7705,CAT 336-3
1643,2024-07-05,6.316,12.0,88.0,46.125,7.3029,CAT 336-3
1644,2024-07-04,7.617,11.0,89.0,61.5,8.074,CAT 336-3
1645,2024-07-03,8.198,13.0,87.0,61.5,7.5018,CAT 336-3
1646,2024-07-02,8.966,19.0,81.0,68.3748,7.626,CAT 336-3
1647,2024-07-01,9.374,11.0,89.0,77.25,8.2409,CAT 336-3
1648,2024-06-30,8.24,11.0,89.0,60.4999,7.3422,CAT 336-3
1649,2024-06-29,8.247,10.0,90.0,60.75,7.3663,CAT 336-3
1650,2024-06-28,4.348,10.0,90.0,32.8749,7.5609,CAT 336-3
1651,2024-06-27,0.0,,,0.0,,CAT 336-3
1652,2024-06-26,0.072,0.0,100.0,0.3749,5.2064,CAT 336-3
1653,2024-06-25,0.0,,,0.0,,CAT 336-3
1654,2024-06-24,9.753,12.0,88.0,78.2499,8.0232,CAT 336-3
1655,2024-06-23,9.252,16.0,84.0,74.25,8.0253,CAT 336-3
1656,2024-06-22,9.352,12.0,88.0,73.3748,7.8459,CAT 336-3
1657,2024-06-21,10.936,9.0,91.0,90.625,8.2868,CAT 336-3
1658,2024-06-20,9.217,8.0,92.0,83.2498,9.0322,CAT 336-3
1659,2024-06-19,9.424,13.0,87.0,77.25,8.1972,CAT 336-3
1660,2024-06-18,9.599,9.0,91.0,83.7499,8.7249,CAT 336-3
1661,2024-06-17,9.369,6.0,94.0,86.7499,9.2593,CAT 336-3
1662,2024-06-16,8.209,15.0,85.0,65.0,7.9181,CAT 336-3
1663,2024-06-15,1.213,49.0,51.0,4.7501,3.916,CAT 336-3
1664,2024-06-14,0.035,0.0,100.0,0.125,3.5701,CAT 336-3
1665,2024-06-13,0.0,,,0.0,,CAT 336-3
1666,2024-06-12,,,,0.2499,,CAT 336-3
1667,2024-06-11,5.913,17.0,83.0,46.625,7.8852,CAT 336-3
1668,2024-06-10,8.159,18.0,82.0,65.0,7.9667,CAT 336-3
1669,2024-06-09,8.421,8.0,92.0,68.75,8.1641,CAT 336-3
1670,2024-06-08,9.477,13.0,87.0,71.8749,7.5841,CAT 336-3
1671,2024-06-07,9.632,13.0,87.0,73.2499,7.6049,CAT 336-3
1672,2024-06-06,9.409,18.0,82.0,70.3749,7.4795,CAT 336-3
1673,2024-06-05,9.161,9.0,91.0,74.8751,8.1732,CAT 336-3
1674,2024-06-04,9.608,11.0,89.0,79.875,8.3134,CAT 336-3
1675,2024-06-03,6.721,28.0,72.0,48.6248,7.2348,CAT 336-3
1676,2024-06-02,8.468,15.0,85.0,68.5001,8.0893,CAT 336-3
1677,2024-06-01,6.598,42.0,58.0,37.8749,5.7404,CAT 336-3
1678,2024-05-31,10.013,35.0,65.0,64.2501,6.4167,CAT 336-3
1679,2024-05-30,3.223,54.0,46.0,13.6249,4.2274,CAT 336-3
1680,2024-05-29,7.809,28.0,72.0,51.3751,6.579,CAT 336-3
1681,2024-05-28,9.132,18.0,82.0,70.75,7.7475,CAT 336-3
1682,2024-05-27,9.362,12.0,88.0,77.3749,8.2648,CAT 336-3
1683,2024-05-26,9.715,13.0,87.0,76.8748,7.913,CAT 336-3
1684,2024-05-25,6.26,19.0,81.0,47.1251,7.528,CAT 336-3
1685,2024-05-24,9.181,11.0,89.0,73.9999,8.0601,CAT 336-3
1686,2024-05-23,5.954,17.0,83.0,45.375,7.6209,CAT 336-3
1687,2024-05-22,9.486,7.0,93.0,80.8749,8.5257,CAT 336-3
1688,2024-05-21,7.852,10.0,90.0,65.4999,8.3418,CAT 336-3
1689,2024-05-20,9.166,7.0,93.0,80.5001,8.7825,CAT 336-3
1690,2024-05-19,9.456,7.0,93.0,84.875,8.9758,CAT 336-3
1691,2024-05-18,10.271,10.0,90.0,85.8749,8.3609,CAT 336-3
1692,2024-05-17,9.364,5.0,95.0,84.4999,9.0239,CAT 336-3
1693,2024-05-16,9.345,15.0,85.0,76.8748,8.2263,CAT 336-3
1694,2024-05-15,9.533,7.0,93.0,84.25,8.8377,CAT 336-3
1695,2024-05-14,9.71,14.0,86.0,78.2499,8.0587,CAT 336-3
1696,2024-05-13,7.946,16.0,84.0,64.5,8.1173,CAT 336-3
1697,2024-05-12,4.069,15.0,85.0,31.6251,7.7722,CAT 336-3
1698,2024-05-11,7.731,10.0,90.0,64.375,8.3269,CAT 336-3
1699,2024-05-10,8.702,18.0,82.0,68.9999,7.9292,CAT 336-3
1700,2024-05-09,6.668,12.0,88.0,54.1249,8.1171,CAT 336-3
1701,2024-05-08,8.939,11.0,89.0,72.0001,8.0546,CAT 336-3
1702,2024-05-07,8.597,12.0,88.0,69.8751,8.1278,CAT 336-3
1703,2024-05-06,10.044,12.0,88.0,80.5001,8.0147,CAT 336-3
1704,2024-05-05,9.905,10.0,90.0,82.25,8.3039,CAT 336-3
1705,2024-05-04,4.298,10.0,90.0,36.2499,8.4341,CAT 336-3
1706,2024-05-03,9.328,7.0,93.0,83.8749,8.9917,CAT 336-3
1707,2024-05-02,5.374,12.0,88.0,42.6249,7.9317,CAT 336-3
1708,2024-05-01,9.381,11.0,89.0,76.1249,8.1148,CAT 336-3
1709,2024-04-30,7.851,39.0,61.0,42.7499,5.4452,CAT 336-3
1710,2024-04-29,8.185,18.0,82.0,60.875,7.4374,CAT 336-3
1711,2024-04-28,6.784,8.0,92.0,59.8748,8.8259,CAT 336-3
1712,2024-04-27,9.054,14.0,86.0,72.25,7.9799,CAT 336-3
1713,2024-04-26,9.561,9.0,91.0,82.25,8.6027,CAT 336-3
1714,2024-04-25,9.507,8.0,92.0,79.375,8.3491,CAT 336-3
1715,2024-04-24,9.484,10.0,90.0,72.25,7.6181,CAT 336-3
1716,2024-04-23,8.802,8.0,92.0,79.1251,8.9894,CAT 336-3
1717,2024-04-22,2.933,58.0,42.0,10.75,3.6652,CAT 336-3
1718,2024-04-21,8.636,20.0,80.0,64.1248,7.4253,CAT 336-3
1719,2024-04-20,9.254,6.0,94.0,82.3749,8.9015,CAT 336-3
1720,2024-04-19,5.496,82.0,18.0,9.6251,1.7513,CAT 336-3
1721,2024-04-18,,,,0.125,,CAT 336-3
1722,2024-04-17,0.0,,,0.0,,CAT 336-3
1723,2024-04-16,1.102,45.0,55.0,3.7499,3.4028,CAT 336-3
1724,2024-04-15,6.077,30.0,70.0,41.875,6.8907,CAT 336-3
1725,2024-04-14,0.855,70.0,30.0,1.8751,2.1931,CAT 336-3
1726,2024-04-13,,,,,,CAT 336-3
1727,2024-04-12,,,,,,CAT 336-3
1728,2024-04-11,,,,,,CAT 336-3
1729,2024-04-10,,,,,,CAT 336-3
1730,2024-04-09,,,,,,CAT 336-3
1731,2024-04-08,,,,,,CAT 336-3
1732,2024-04-07,,,,,,CAT 336-3
1733,2024-04-06,,,,,,CAT 336-3
1734,2024-04-05,,,,,,CAT 336-3
1735,2024-04-04,,,,,,CAT 336-3
1736,2024-04-03,,,,,,CAT 336-3
1737,2024-04-02,,,,,,CAT 336-3
1738,2024-04-01,,,,,,CAT 336-3
1739,2024-03-31,,,,,,CAT 336-3
1740,2024-03-30,,,,,,CAT 336-3
1741,2024-03-29,,,,,,CAT 336-3
1742,2024-03-28,,,,,,CAT 336-3
1743,2024-03-27,,,,,,CAT 336-3
1744,2024-03-26,,,,,,CAT 336-3
1745,2024-03-25,,,,,,CAT 336-3
1746,2024-03-24,,,,,,CAT 336-3
1747,2024-03-23,,,,,,CAT 336-3
1748,2024-03-22,,,,,,CAT 336-3
1749,2024-03-21,,,,,,CAT 336-3
1750,2024-03-20,,,,,,CAT 336-3
1751,2024-03-19,,,,,,CAT 336-3
1752,2024-03-18,,,,,,CAT 336-3
1753,2024-03-17,,,,,,CAT 336-3
1754,2024-03-16,,,,,,CAT 336-3
1755,2024-03-15,,,,,,CAT 336-3
1756,2024-03-14,,,,,,CAT 336-3
1757,2024-03-13,,,,,,CAT 336-3
1758,2024-03-12,,,,,,CAT 336-3
1759,2024-03-11,,,,,,CAT 336-3
1760,2024-03-10,,,,,,CAT 336-3
1761,2024-03-09,,,,,,CAT 336-3
1762,2024-03-08,,,,,,CAT 336-3
1763,2024-03-07,,,,,,CAT 336-3
1764,2024-03-06,,,,,,CAT 336-3
1765,2024-03-05,,,,,,CAT 336-3
1766,2024-03-04,,,,,,CAT 336-3
1767,2024-03-03,,,,,,CAT 336-3
1768,2024-03-02,,,,,,CAT 336-3
1769,2024-03-01,,,,,,CAT 336-3
1770,2024-02-29,,,,,,CAT 336-3
1771,2024-02-28,,,,,,CAT 336-3
1772,2024-02-27,,,,,,CAT 336-3
1773,2024-02-26,,,,,,CAT 336-3
1774,2024-02-25,,,,,,CAT 336-3
1775,2024-02-24,,,,,,CAT 336-3
1776,2024-02-23,0.295,17.0,83.0,0.75,2.5423,CAT 336-3
1777,2024-02-22,7.101,8.0,92.0,61.1249,8.6079,CAT 336-3
1778,2024-02-21,15.699,11.0,89.0,131.9999,8.4082,CAT 336-3
1779,2024-02-20,15.445,6.0,94.0,137.375,8.8945,CAT 336-3
1780,2024-02-19,9.257,7.0,93.0,82.875,8.9527,CAT 336-3
1781,2024-02-18,16.375,5.0,95.0,144.375,8.8168,CAT 336-3
1782,2024-02-17,19.131,7.0,93.0,168.8749,8.8273,CAT 336-3
1783,2024-02-16,11.419,4.0,96.0,102.75,8.9981,CAT 336-3
1784,2024-02-15,13.401,5.0,95.0,116.875,8.7214,CAT 336-3
1785,2024-02-14,14.004,5.0,95.0,119.9999,8.569,CAT 336-3
1786,2024-02-13,15.239,8.0,92.0,126.2499,8.2846,CAT 336-3
1787,2024-02-12,9.389,5.0,95.0,84.6249,9.0132,CAT 336-3
1788,2024-02-11,19.038,7.0,93.0,165.625,8.6997,CAT 336-3
1789,2024-02-10,18.811,9.0,91.0,164.375,8.7382,CAT 336-3
1790,2024-02-09,16.917,10.0,90.0,137.4999,8.1279,CAT 336-3
1791,2024-02-08,11.959,13.0,87.0,99.125,8.2887,CAT 336-3
1792,2024-02-07,17.218,19.0,81.0,134.3748,7.8043,CAT 336-3
1793,2024-02-06,18.822,10.0,90.0,162.3749,8.6269,CAT 336-3
1794,2024-02-05,8.896,10.0,90.0,76.8748,8.6415,CAT 336-3
1795,2024-02-04,18.67,9.0,91.0,160.125,8.5766,CAT 336-3
1796,2024-02-03,6.834,23.0,77.0,49.3751,7.2249,CAT 336-3
1797,2024-02-02,13.876,13.0,87.0,115.8748,8.3507,CAT 336-3
1798,2024-02-01,11.415,15.0,85.0,89.125,7.8077,CAT 336-3
1799,2024-01-31,18.459,15.0,85.0,145.75,7.8959,CAT 336-3
1800,2024-01-30,16.451,15.0,85.0,134.3751,8.1682,CAT 336-3
1801,2024-01-29,11.406,15.0,85.0,93.375,8.1865,CAT 336-3
1802,2024-01-28,13.334,11.0,89.0,98.6249,7.3965,CAT 336-3
1803,2024-01-27,17.994,10.0,90.0,141.8749,7.8846,CAT 336-3
1804,2024-01-26,18.485,8.0,92.0,155.125,8.3919,CAT 336-3
1805,2024-01-25,19.278,10.0,90.0,159.8748,8.2931,CAT 336-3
1806,2024-01-24,19.346,10.0,90.0,160.625,8.3027,CAT 336-3
1807,2024-01-23,19.135,14.0,86.0,148.9999,7.7868,CAT 336-3
1808,2024-01-22,9.513,9.0,91.0,80.8749,8.5015,CAT 336-3
1809,2024-01-21,17.811,10.0,90.0,141.0,7.9164,CAT 336-3
1810,2024-01-20,18.563,8.0,92.0,151.2498,8.1479,CAT 336-3
1811,2024-01-19,18.601,7.0,93.0,148.9999,8.0103,CAT 336-3
1812,2024-01-18,19.056,7.0,93.0,153.9999,8.0814,CAT 336-3
1813,2024-01-17,18.736,7.0,93.0,149.7499,7.9926,CAT 336-3
1814,2024-01-16,18.883,7.0,93.0,155.2499,8.2217,CAT 336-3
1815,2024-01-15,9.817,11.0,89.0,75.9999,7.7417,CAT 336-3
1816,2024-01-14,6.516,14.0,86.0,51.75,7.942,CAT 336-3
1817,2024-01-13,13.506,17.0,83.0,106.7501,7.9039,CAT 336-3
1818,2024-01-12,21.821,16.0,84.0,169.25,7.7563,CAT 336-3
1819,2024-01-11,12.064,14.0,86.0,93.7499,7.771,CAT 336-3
1820,2024-01-10,24.04,14.0,86.0,199.2499,8.2883,CAT 336-3
1821,2024-01-09,16.504,7.0,93.0,136.5,8.2707,CAT 336-3
1822,2024-01-08,8.934,8.0,92.0,67.875,7.5974,CAT 336-3
1823,2024-01-07,12.065,8.0,92.0,99.875,8.2781,CAT 336-3
1824,2024-01-06,18.72,12.0,88.0,147.375,7.8726,CAT 336-3
1825,2024-01-05,19.066,15.0,85.0,144.8748,7.5986,CAT 336-3
1826,2024-01-04,17.874,13.0,87.0,138.4998,7.7487,CAT 336-3
1827,2024-01-03,10.027,15.0,85.0,77.875,7.7665,CAT 336-3
1828,2024-01-02,0.0,,,0.0,,CAT 336-3
1829,2024-01-01,0.0,,,,,CAT 336-3
1830,2024-12-31,,,,,,CAT 320-2
1831,2024-12-30,,,,,,CAT 320-2
1832,2024-12-29,,,,,,CAT 320-2
1833,2024-12-28,,,,,,CAT 320-2
1834,2024-12-27,,,,,,CAT 320-2
1835,2024-12-26,,,,,,CAT 320-2
1836,2024-12-25,,,,,,CAT 320-2
1837,2024-12-24,,,,,,CAT 320-2
1838,2024-12-23,,,,,,CAT 320-2
1839,2024-12-22,,,,,,CAT 320-2
1840,2024-12-21,,,,,,CAT 320-2
1841,2024-12-20,,,,,,CAT 320-2
1842,2024-12-19,,,,,,CAT 320-2
1843,2024-12-18,,,,,,CAT 320-2
1844,2024-12-17,,,,,,CAT 320-2
1845,2024-12-16,,,,,,CAT 320-2
1846,2024-12-15,,,,,,CAT 320-2
1847,2024-12-14,,,,,,CAT 320-2
1848,2024-12-13,,,,,,CAT 320-2
1849,2024-12-12,,,,,,CAT 320-2
